Название,Цена,Описание,Характеристики,Фото
Водокольцевой насос GMP 230/200,349 520 руб.,,Производительность:390 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Производительность:390 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Обороты:1450 об/мин Вход / Выход:DN50 ,https://rusgroupp.ru/assets/images/products/2225/vvn2.jpg 
Водокольцевой насос GMP 250/160,381 480 руб.,,Производительность:430 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Производительность:430 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Обороты:1450 об/мин Вход / Выход:DN65 ,https://rusgroupp.ru/assets/images/products/2226/vvn2.jpg 
Водокольцевой насос GMP 250/200,412 760 руб.,,Производительность:490 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Производительность:490 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Обороты:1450 об/мин Вход / Выход:DN65 ,https://rusgroupp.ru/assets/images/products/2227/vvn2.jpg 
Водокольцевой насос GMP 250/240,454 240 руб.,,Производительность:540 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Производительность:540 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Обороты:1450 об/мин Вход / Выход:DN65 ,https://rusgroupp.ru/assets/images/products/2228/vvn2.jpg 
Водокольцевой насос GVP 275/160,455 396 руб.,,Производительность:620 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Производительность:620 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Обороты:1450 об/мин Вход / Выход:DN80 ,https://rusgroupp.ru/assets/images/products/2229/vvn2.jpg 
Водокольцевой насос GVP 275/220,508 640 руб.,,Производительность:730 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Производительность:730 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Обороты:1450 об/мин Вход / Выход:DN80 ,https://rusgroupp.ru/assets/images/products/2230/vvn2.jpg 
Водокольцевой насос GVP 275/260,577 796 руб.,,Производительность:820 м3/час Предельный вакуум:400-33 мБар Мощность:30 кВт Производительность:820 м3/час Предельный вакуум:400-33 мБар Мощность:30 кВт Обороты:1450 об/мин Вход / Выход:DN80 ,https://rusgroupp.ru/assets/images/products/2231/vvn2.jpg 
Водокольцевой насос GMP 230/160,307 496 руб.,,Производительность:330 м3/час Предельный вакуум:400-33 мБар Мощность:11 кВт Производительность:330 м3/час Предельный вакуум:400-33 мБар Мощность:11 кВт Обороты:1450 об/мин Вход / Выход:DN50 ,https://rusgroupp.ru/assets/images/products/2232/vvn2.jpg 
Водокольцевой насос GMVT 275/220,437 648 руб.,,Производительность:630 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Производительность:630 м3/час Предельный вакуум:400-33 мБар Мощность:15 кВт Обороты:1450 об/мин Вход / Выход:DN100 ,https://rusgroupp.ru/assets/images/products/2233/vvn3.jpg 
Водокольцевой насос GMVT 275/260,475 456 руб.,,Производительность:710 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Производительность:710 м3/час Предельный вакуум:400-33 мБар Мощность:18.5 кВт Обороты:1450 об/мин Вход / Выход:DN100 ,https://rusgroupp.ru/assets/images/products/2234/vvn3.jpg 
Водокольцевой насос GMVT 275/300,525 776 руб.,,Производительность:800 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Производительность:800 м3/час Предельный вакуум:400-33 мБар Мощность:22 кВт Обороты:1450 об/мин Вход / Выход:DN100 ,https://rusgroupp.ru/assets/images/products/2235/vvn3.jpg 
Водокольцевой насос GMVT 410/260,1 118 940 руб.,,Производительность:1100 м3/час Предельный вакуум:400-33 мБар Мощность:30 кВт Производительность:1100 м3/час Предельный вакуум:400-33 мБар Мощность:30 кВт Обороты:980 об/мин Вход / Выход:DN125 ,https://rusgroupp.ru/assets/images/products/2236/vvn3.jpg 
Водокольцевой насос GMVT 410/320,1 289 280 руб.,,Производительность:1350 м3/час Предельный вакуум:400-33 мБар Мощность:37 кВт Производительность:1350 м3/час Предельный вакуум:400-33 мБар Мощность:37 кВт Обороты:980 об/мин Вход / Выход:DN125 ,https://rusgroupp.ru/assets/images/products/2237/vvn3.jpg 
Водокольцевой насос GMVT 410/400,1 471 452 руб.,,Производительность:1670 м3/час Предельный вакуум:400-33 мБар Мощность:45 кВт Производительность:1670 м3/час Предельный вакуум:400-33 мБар Мощность:45 кВт Обороты:980 об/мин Вход / Выход:DN125 ,https://rusgroupp.ru/assets/images/products/2238/vvn3.jpg 
Водокольцевой насос GMPT 520/400,2 297 652 руб.,,Производительность:2100 м3/час Предельный вакуум:400-33 мБар Мощность:55 кВт Производительность:2100 м3/час Предельный вакуум:400-33 мБар Мощность:55 кВт Обороты:735 об/мин Вход / Выход:DN200 ,https://rusgroupp.ru/assets/images/products/2239/vvn3.jpg 
Водокольцевой насос GMPT 520/530,2 554 828 руб.,,Производительность:2800 м3/час Предельный вакуум:400-33 мБар Мощность:75 кВт Производительность:2800 м3/час Предельный вакуум:400-33 мБар Мощность:75 кВт Обороты:735 об/мин Вход / Выход:DN200 ,https://rusgroupp.ru/assets/images/products/2240/vvn3.jpg 
Водокольцевой насос GMPT 520/600,2 852 940 руб.,,Производительность:3600 м3/час Предельный вакуум:400-33 мБар Мощность:90 кВт Производительность:3600 м3/час Предельный вакуум:400-33 мБар Мощность:90 кВт Обороты:735 об/мин Вход / Выход:DN200 ,https://rusgroupp.ru/assets/images/products/2241/vvn3.jpg 
