Название,Цена,Описание,Характеристики,Фото 
Компрессор поршневой DBK-10-13 (O),330 820 руб.,,"Производительность:3.67 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:3.67 м³/мин Макс. давление:40 бар Давление на входе:13 бар Мин. давление:15 бар Мощность:7.5 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1286x825x753 мм Масса:268 кг Производительность:3.7 м³/мин Рабочее давление:13 бар Мощность:30 кВт Производительность:5.2 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:4.80 м³/мин Рабочее давление:10 бар Мощность:37 кВт ",https://rusgroupp.ru/assets/images/products/1166/dbk.jpg https://rusgroupp.ru/assets/images/products/1166/dbk2.jpg https://rusgroupp.ru/assets/images/products/1166/dbk22.jpg 
Компрессор винтовой DVK 100-7 ID,1 831 920 руб.,,Производительность:12.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:12.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:75 кВт Уровень шума:78 дБ Производительность:14 м³/мин Рабочее давление:13 бар Мощность:110 кВт Производительность:13.20 м³/мин Рабочее давление:10 бар Мощность:90 кВт Производительность:12.6 м³/мин Рабочее давление:7.5 бар Мощность:75 кВт ,https://rusgroupp.ru/assets/images/products/399/dvk-100-(2).png 
Компрессор винтовой INVERSYS DPR 75-13,2 437 120 руб.,,Производительность:10.7 м³/мин Рабочее давление:13 бар Мощность:75 кВт Производительность:10.7 м³/мин Рабочее давление:13 бар Мощность:75 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:77 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2313x1350x2085 мм Масса:2270 кг Производительность:12.3 м³/мин Рабочее давление:13 бар Мощность:90 кВт Производительность:12.00 м³/мин Рабочее давление:10 бар Мощность:75 кВт Производительность:11 м³/мин Рабочее давление:10 бар Мощность:75 кВт ,https://rusgroupp.ru/assets/images/products/911/dpr-d.png 
Компрессор поршневой DBK-15-7 (O),353 260 руб.,,"Производительность:2.45 м³/мин Макс. давление:35 бар Давление на входе:7 бар Производительность:2.45 м³/мин Макс. давление:35 бар Давление на входе:7 бар Мин. давление:15 бар Мощность:11 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1286x825x753 мм Масса:285 кг Производительность:3.6 м³/мин Рабочее давление:10 бар Мощность:22 кВт Производительность:3.52 м³/мин Рабочее давление:12 бар Мощность:37 кВт Производительность:4.2 м³/мин Рабочее давление:7.5 бар Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/1167/dbk.jpg https://rusgroupp.ru/assets/images/products/1167/dbk2.jpg https://rusgroupp.ru/assets/images/products/1167/dbk22.jpg 
Компрессор винтовой DVK 100-10 ID,1 831 920 руб.,,Производительность:10.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:10.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:75 кВт Уровень шума:78 дБ Производительность:10.7 м³/мин Рабочее давление:10 бар Мощность:75 кВт Производительность:11.68 м³/мин Мощность:30 кВт Производительность:12.3 м³/мин Рабочее давление:13 бар Мощность:90 кВт ,https://rusgroupp.ru/assets/images/products/400/dvk-100-(2).png 
"Компрессор винтовой INVERSYS DPR 90-7,5",по запросу,,Производительность:18.7 м³/мин Рабочее давление:7.5 бар Мощность:90 кВт Производительность:18.7 м³/мин Рабочее давление:7.5 бар Мощность:90 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3050 кг Производительность:20.1 м³/мин Рабочее давление:7.5 бар Мин. давление:6 бар Производительность:20.40 м³/мин Рабочее давление:7 бар Мощность:110 кВт Производительность:19.5 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар ,https://rusgroupp.ru/assets/images/products/912/dpr-d.png 
Компрессор поршневой DBK-15-10 (O),353 260 руб.,,"Производительность:3.37 м³/мин Макс. давление:40 бар Давление на входе:10 бар Производительность:3.37 м³/мин Макс. давление:40 бар Давление на входе:10 бар Мин. давление:15 бар Мощность:11 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1286x825x753 мм Масса:285 кг Производительность:5.1 м³/мин Мощность:15 кВт Производительность:5.3 м³/мин Рабочее давление:4 бар Мощность:30 кВт Производительность:3.5 м³/мин Рабочее давление:10 бар Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/1168/dbk.jpg https://rusgroupp.ru/assets/images/products/1168/dbk2.jpg https://rusgroupp.ru/assets/images/products/1168/dbk22.jpg 
Компрессор винтовой DVK 150-13 ID,по запросу,,Производительность:14 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:14 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:110 кВт Уровень шума:79 дБ Производительность:14.60 м³/мин Рабочее давление:7 бар Мощность:90 кВт Производительность:14.20 м³/мин Рабочее давление:8.5 бар Мощность:90 кВт Производительность:14 м³/мин Рабочее давление:13 бар Мощность:110 кВт ,https://rusgroupp.ru/assets/images/products/401/dvk-150-(0).png https://rusgroupp.ru/assets/images/products/401/dvk-150-(1).png https://rusgroupp.ru/assets/images/products/401/dvk-150-(2).png https://rusgroupp.ru/assets/images/products/401/dvk-150-(3).png 
"Компрессор винтовой INVERSYS DPR 90-8,5",по запросу,,Производительность:16.3 м³/мин Рабочее давление:8.5 бар Мощность:90 кВт Производительность:16.3 м³/мин Рабочее давление:8.5 бар Мощность:90 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3050 кг Производительность:16.67 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:2 дюйм Производительность:17.9 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:16.67 м³/мин Мин. давление:4 бар Рабочее давление:16 бар ,https://rusgroupp.ru/assets/images/products/913/dpr-d.png 
Компрессор поршневой DBK-15-13 (O),353 260 руб.,,"Производительность:4.29 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:4.29 м³/мин Макс. давление:40 бар Давление на входе:13 бар Мин. давление:15 бар Мощность:11 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1286x825x753 мм Масса:285 кг Производительность:4.29 м³/мин Мощность:11 кВт Производительность:5.2 м³/мин Рабочее давление:8.5 бар Мощность:30 кВт Производительность:4.6 м³/мин Рабочее давление:13 бар Мощность:37 кВт ",https://rusgroupp.ru/assets/images/products/1169/dbk.jpg https://rusgroupp.ru/assets/images/products/1169/dbk2.jpg https://rusgroupp.ru/assets/images/products/1169/dbk22.jpg 
Компрессор винтовой DVK 220-7,по запросу,,"Производительность:27.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:27.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2500x1805x2000 мм Масса:3030 кг Производительность:28.70 м³/мин Рабочее давление:13 бар Мощность:200 кВт Производительность:28 м³/мин Рабочее давление:10 бар Мощность:185 кВт Производительность:28 м³/мин Рабочее давление:7.5 бар Мощность:160 кВт ",https://rusgroupp.ru/assets/images/products/402/dvk-220.png 
Компрессор винтовой INVERSYS DPR 90-10,по запросу,,Производительность:15.5 м³/мин Рабочее давление:10 бар Мощность:90 кВт Производительность:15.5 м³/мин Рабочее давление:10 бар Мощность:90 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3050 кг Производительность:16.3 м³/мин Рабочее давление:8.5 бар Мощность:90 кВт Производительность:16.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:16.96 м³/мин Макс. давление:40 бар Рабочее давление:13 бар ,https://rusgroupp.ru/assets/images/products/914/dpr-d.png 
Компрессор поршневой DBK-20-7 (O),421 260 руб.,,"Производительность:3.7 м³/мин Макс. давление:35 бар Давление на входе:7 бар Производительность:3.7 м³/мин Макс. давление:35 бар Давление на входе:7 бар Мин. давление:15 бар Мощность:15 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1357x820x758 мм Масса:300 кг Производительность:5.41 м³/мин Рабочее давление:13 бар Мощность:37 кВт Производительность:4 м³/мин Рабочее давление:14.5 бар Мощность:37 кВт Производительность:4.3 м³/мин Рабочее давление:13 бар Мощность:37 кВт ",https://rusgroupp.ru/assets/images/products/1170/dbk.jpg https://rusgroupp.ru/assets/images/products/1170/dbk2.jpg https://rusgroupp.ru/assets/images/products/1170/dbk22.jpg 
Компрессор винтовой DVK 220-10,по запросу,,"Производительность:23 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:23 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2500x1805x2000 мм Масса:3030 кг Производительность:23.5 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:24 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:24 м³/мин Рабочее давление:10 бар Мощность:160 кВт ",https://rusgroupp.ru/assets/images/products/403/dvk-220.png 
Компрессор винтовой INVERSYS DPR 90-13,по запросу,,"Производительность:12.9 м³/мин Рабочее давление:13 бар Мощность:90 кВт Производительность:12.9 м³/мин Рабочее давление:13 бар Мощность:90 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3050 кг Производительность:14 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1"" дюйм Производительность:12.92 м³/мин Рабочее давление:45 бар Питание:230 В Производительность:13.20 м³/мин Рабочее давление:10 бар Мощность:90 кВт ",https://rusgroupp.ru/assets/images/products/915/dpr-d.png 
Компрессор поршневой DBK-20-10 (O),421 260 руб.,,"Производительность:5.1 м³/мин Макс. давление:40 бар Давление на входе:10 бар Производительность:5.1 м³/мин Макс. давление:40 бар Давление на входе:10 бар Мин. давление:15 бар Мощность:15 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1357x820x758 мм Масса:300 кг Производительность:5.2 м³/мин Рабочее давление:14.5 бар Мощность:30 кВт Производительность:6.67 м³/мин Мощность:30 кВт Производительность:6 м³/мин Рабочее давление:7 бар Мощность:37 кВт ",https://rusgroupp.ru/assets/images/products/1171/dbk.jpg https://rusgroupp.ru/assets/images/products/1171/dbk2.jpg https://rusgroupp.ru/assets/images/products/1171/dbk22.jpg 
Компрессор винтовой DVK 220-13,по запросу,,"Производительность:19.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:19.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2500x1805x2000 мм Масса:3030 кг Производительность:20.28 м³/мин Рабочее давление:13 бар Мощность:45 кВт Производительность:20 м³/мин Рабочее давление:10 бар Мощность:132 кВт Производительность:19.60 м³/мин Рабочее давление:10 бар Мощность:132 кВт ",https://rusgroupp.ru/assets/images/products/404/dvk-220.png 
"Компрессор винтовой INVERSYS DPR 110-7,5",по запросу,,Производительность:22.4 м³/мин Рабочее давление:7.5 бар Мощность:110 кВт Производительность:22.4 м³/мин Рабочее давление:7.5 бар Мощность:110 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3175 кг Производительность:23.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:22.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:23.8 м³/мин Рабочее давление:8.5 бар Без ресивера:1 ,https://rusgroupp.ru/assets/images/products/916/dpr-d.png 
Компрессор поршневой DBK-20-13 (O),419 319 руб.,,"Производительность:6.49 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:6.49 м³/мин Макс. давление:40 бар Давление на входе:13 бар Мин. давление:15 бар Мощность:15 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1357x820x758 мм Масса:300 кг Производительность:6.50 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Производительность:6.59 м³/мин Рабочее давление:13 бар Мощность:45 кВт Производительность:7.65 м³/мин Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/1172/dbk.jpg https://rusgroupp.ru/assets/images/products/1172/dbk2.jpg https://rusgroupp.ru/assets/images/products/1172/dbk22.jpg 
Компрессор винтовой DVK 220-7 ID,по запросу,,Производительность:27.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:27.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Производительность:28 м³/мин Рабочее давление:7 бар Мощность:185 кВт Производительность:27.70 м³/мин Рабочее давление:10 бар Мощность:185 кВт Производительность:28.8 м³/мин Рабочее давление:13 бар Мощность:200 кВт ,https://rusgroupp.ru/assets/images/products/405/dvk-220.png 
"Компрессор винтовой INVERSYS DPR 110-8,5",по запросу,,Производительность:19.7 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт Производительность:19.7 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3175 кг Производительность:20 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Производительность:20 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:20 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар ,https://rusgroupp.ru/assets/images/products/917/dpr-d.png 
Компрессор поршневой DBK-25-7 (O),567 800 руб.,,"Производительность:4.89 м³/мин Макс. давление:35 бар Давление на входе:7 бар Производительность:4.89 м³/мин Макс. давление:35 бар Давление на входе:7 бар Мин. давление:15 бар Мощность:18.5 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1423x1064x786 мм Масса:345 кг Производительность:5.15 м³/мин Рабочее давление:10 бар Мощность:37 кВт Производительность:6.6 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:5.9 м³/мин Рабочее давление:13 бар Мощность:45 кВт ",https://rusgroupp.ru/assets/images/products/1173/dbk.jpg https://rusgroupp.ru/assets/images/products/1173/dbk2.jpg https://rusgroupp.ru/assets/images/products/1173/dbk22.jpg 
Компрессор винтовой DVK 220-10 ID,по запросу,,"Производительность:23 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:23 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Производительность:23.4 м³/мин Рабочее давление:7.5 бар Мощность:132 кВт Производительность:24,8 м³/мин Рабочее давление:10 бар Мощность:205 кВт Производительность:24 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт ",https://rusgroupp.ru/assets/images/products/406/dvk-220.png 
Компрессор винтовой INVERSYS DPR 110-10,по запросу,,Производительность:18.8 м³/мин Рабочее давление:10 бар Мощность:110 кВт Производительность:18.8 м³/мин Рабочее давление:10 бар Мощность:110 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3175 кг Производительность:19.40 м³/мин Рабочее давление:10 бар Мощность:132 кВт Производительность:19.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:20.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:9 '' дюйм ,https://rusgroupp.ru/assets/images/products/918/dpr-d.png 
Компрессор поршневой DBK-25-10 (O),567 800 руб.,,"Производительность:6.73 м³/мин Макс. давление:40 бар Давление на входе:10 бар Производительность:6.73 м³/мин Макс. давление:40 бар Давление на входе:10 бар Мин. давление:15 бар Мощность:18.5 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1423x1064x786 мм Масса:345 кг Производительность:8.21 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Производительность:7.15 м³/мин Рабочее давление:4 бар Мощность:37 кВт Производительность:7.02 м³/мин Рабочее давление:7 бар Мощность:30 кВт ",https://rusgroupp.ru/assets/images/products/1174/dbk.jpg https://rusgroupp.ru/assets/images/products/1174/dbk2.jpg https://rusgroupp.ru/assets/images/products/1174/dbk22.jpg 
Компрессор винтовой DVK 220-13 ID,по запросу,,Производительность:19.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:19.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Производительность:19.7 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт Производительность:19.6 м³/мин Рабочее давление:13 бар Мощность:132 кВт Производительность:19.5 м³/мин Рабочее давление:7.5 бар Мощность:110 кВт ,https://rusgroupp.ru/assets/images/products/407/dvk-220.png 
Компрессор винтовой INVERSYS DPR 110-13,по запросу,,Производительность:15.9 м³/мин Рабочее давление:13 бар Мощность:110 кВт Производительность:15.9 м³/мин Рабочее давление:13 бар Мощность:110 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:79 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800x1600x2250 мм Масса:3175 кг Производительность:16.67 м³/мин Мин. давление:4 бар Рабочее давление:16 бар Производительность:16.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:16.5 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар ,https://rusgroupp.ru/assets/images/products/919/dpr-d.png 
Компрессор поршневой DBK-25-13 (O),553 493 руб.,,"Производительность:8.56 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:8.56 м³/мин Макс. давление:40 бар Давление на входе:13 бар Мин. давление:15 бар Мощность:18.5 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1423x1064x786 мм Масса:345 кг Производительность:9.8 м³/мин Рабочее давление:7.5 бар Мощность:55 кВт Производительность:10.5 м³/мин Рабочее давление:10 бар Мощность:75 кВт Производительность:8.7 м³/мин Рабочее давление:10 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/1175/dbk.jpg https://rusgroupp.ru/assets/images/products/1175/dbk2.jpg https://rusgroupp.ru/assets/images/products/1175/dbk22.jpg 
Компрессор винтовой DVK D 40B-7,948 600 руб.,,"Производительность:5.5 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:5.5 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:30 кВт Уровень шума:70 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575x1030x1750 мм Масса:761 кг Производительность:5.5 м³/мин Рабочее давление:40 бар Мощность:55 кВт Производительность:6 м³/мин Рабочее давление:7 бар Мощность:37 кВт Производительность:6.73 м³/мин Мощность:18.5 кВт ",https://rusgroupp.ru/assets/images/products/408/dvk-40bd-(1).png https://rusgroupp.ru/assets/images/products/408/dvk-40bd.png 
"Компрессор винтовой INVERSYS DPR 160-7,5",по запросу,,Производительность:34.1 м³/мин Рабочее давление:7.5 бар Мощность:160 кВт Производительность:34.1 м³/мин Рабочее давление:7.5 бар Мощность:160 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:81 дБ Питание:380 В Выход сжатого воздуха:G 2 1/2” дюйм Габаритные размеры Д/Ш/В:2950x1700x2250 мм Масса:3885 кг Производительность:36 м³/мин Рабочее давление:7 бар Мощность:200 кВт Производительность:35.9 м³/мин Рабочее давление:13 бар Мощность:250 кВт Производительность:34.90 м³/мин Рабочее давление:10 бар Мощность:200 кВт ,https://rusgroupp.ru/assets/images/products/920/dpr-d.png 
Компрессор поршневой DBK-30-7 (O),584 800 руб.,,"Производительность:5.56 м³/мин Макс. давление:35 бар Давление на входе:7 бар Производительность:5.56 м³/мин Макс. давление:35 бар Давление на входе:7 бар Мин. давление:15 бар Мощность:22 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1423x1064x786 мм Масса:390 кг Производительность:6.73 м³/мин Мощность:18.5 кВт Производительность:5.71 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:7 м³/мин Рабочее давление:13 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/1176/dbk.jpg https://rusgroupp.ru/assets/images/products/1176/dbk2.jpg https://rusgroupp.ru/assets/images/products/1176/dbk22.jpg 
Компрессор винтовой DVK D 40B-10,948 600 руб.,,"Производительность:4.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:4.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:30 кВт Уровень шума:70 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575x1030x1750 мм Масса:761 кг Производительность:5.9 м³/мин Рабочее давление:12 бар Мощность:55 кВт Производительность:5.35 м³/мин Рабочее давление:8.5 бар Мощность:30 кВт Производительность:5.56 м³/мин Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/409/dvk-40bd-(1).png https://rusgroupp.ru/assets/images/products/409/dvk-40bd.png 
Масло Dalgakiran Smartoil 3000 20 литров (минеральное),20 060 руб.,"Оригинальное масло SmartOil 3000 для винтовых компрессоров Dalgakiran. Изготовлено на минеральной основе. Эффективно защищает от образования отложений в винтовом блоке компрессора. Не окисляется и устойчиво к тепловому разрешению.  Применение: воздушные винтовые компрессоры серии Tidy, Fortius, DVK, DVK D, DPR, INVERSYS Plus, INVERSYS DPR и т. д. При графике технического обслуживания один раз в 3000 моточасов. Независимое исследование компрессорного масла SmartOil показало его высокое качество по сравнению с аналогами. Результаты исследования представлены в данной таблице:  Компрессорное масло марки Smartoil соответствует техническому регламенту Таможенного союза ""О требованиях к смазочным материалам, маслам и специальным жидкостям"" (ТР ТС 030/2012) ",Производитель:Shell & Turcas Petrol A.S. Объем:20 л. Тип компрессора:Винтовой Производитель:Shell & Turcas Petrol A.S. Объем:20 л. Тип компрессора:Винтовой Тип масла:Минеральное ,https://rusgroupp.ru/assets/images/products/665/3000.jpg https://rusgroupp.ru/assets/images/products/665/3000-ob.jpg https://rusgroupp.ru/assets/images/products/665/3000-sk.jpg https://rusgroupp.ru/assets/images/products/665/so3000-20-1.jpg 
"Компрессор винтовой INVERSYS DPR 160-8,5",по запросу,,Производительность:29.6 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Производительность:29.6 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:81 дБ Питание:380 В Выход сжатого воздуха:G 2 1/2” дюйм Габаритные размеры Д/Ш/В:2950x1700x2250 мм Масса:3885 кг Производительность:30.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3'' дюйм Производительность:30 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:30.40 м³/мин Рабочее давление:10 бар Мощность:200 кВт ,https://rusgroupp.ru/assets/images/products/921/dpr-d.png 
Компрессор поршневой DBK-30-10 (O),584 800 руб.,,"Производительность:7.65 м³/мин Макс. давление:40 бар Давление на входе:10 бар Производительность:7.65 м³/мин Макс. давление:40 бар Давление на входе:10 бар Мин. давление:15 бар Мощность:22 кВт Тип двигателя:Электрический Тип привода:Ременной Питание:380 В Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1423x1064x786 мм Масса:390 кг Производительность:9.60 м³/мин Рабочее давление:13 бар Мощность:75 кВт Производительность:8.7 м³/мин Рабочее давление:10 бар Мощность:55 кВт Производительность:9.40 м³/мин Рабочее давление:7 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/1177/dbk.jpg https://rusgroupp.ru/assets/images/products/1177/dbk2.jpg https://rusgroupp.ru/assets/images/products/1177/dbk22.jpg 
Компрессор винтовой DVK D 40B-13,948 600 руб.,,"Производительность:3.9 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:3.9 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:30 кВт Уровень шума:70 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575x1030x1750 мм Масса:761 кг Производительность:5,5 м³/мин Рабочее давление:14 бар Мощность:55 кВт Производительность:4 м³/мин Рабочее давление:13 бар Мощность:30 кВт Производительность:3.9 м³/мин Рабочее давление:13 бар Мощность:30 кВт ",https://rusgroupp.ru/assets/images/products/410/dvk-40bd-(1).png https://rusgroupp.ru/assets/images/products/410/dvk-40bd.png 
Масло Dalgakiran Smartoil 6000 20 литров (синтетическое),46 240 руб.,"Синтетическое масло SmartOil 6000 для винтовых компрессоров Dalgakiran серии TIDY и DVK. Обладает высокими характеристики и рекомендуется самим производителем компрессорного оборудования. Применение: воздушные винтовые компрессоры серии Tidy, Fortius, DVK, DVK D, DPR, INVERSYS Plus, INVERSYS DPR и т. д. При графике обслуживания один раз в 6000 моточасов. Мы осуществляем прямые поставки компрессорного масла по заводским ценам. Официальная гарантия. Доставка по всей России.   Независимое исследование компрессорного масла SmartOil показало его высокое качество по сравнению с аналогами. Результаты исследования представлены в данной таблице:  Компрессорное масло марки Smartoil соответствует техническому регламенту Таможенного союза ""О требованиях к смазочным материалам, маслам и специальным жидкостям"" (ТР ТС 030/2012) ",Производитель:Shell & Turcas Petrol A.S. Объем:20 л. Тип компрессора:Винтовой Производитель:Shell & Turcas Petrol A.S. Объем:20 л. Тип компрессора:Винтовой Тип масла:Синтетическое ,https://rusgroupp.ru/assets/images/products/666/6000.jpg https://rusgroupp.ru/assets/images/products/666/6000-sk.jpg https://rusgroupp.ru/assets/images/products/666/so6000-20-1.jpg https://rusgroupp.ru/assets/images/products/666/so6000-20-2.jpg 
