Название,Цена,Описание,Характеристики,Фото 
"Компрессор винтовой INVERSYS DPR 132-7,5",по запросу,,Производительность:27.2 м³/мин Рабочее давление:7.5 бар Без ресивера:1 Производительность:27.2 м³/мин Рабочее давление:7.5 бар Мощность:132 кВт Уровень шума:81 дБ Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800х1600х2250 мм Масса:3455 кг Производительность:28.30 м³/мин Рабочее давление:10 бар Мощность:200 кВт Производительность:27.70 м³/мин Рабочее давление:10 бар Мощность:185 кВт Производительность:28 м³/мин Рабочее давление:7.5 бар Мощность:160 кВт ,https://rusgroupp.ru/assets/images/products/559/inversys-dpr-132.jpg 
Компрессор винтовой DPR D 30-13,943 160 руб.,,Производительность:3.96 м³/мин Рабочее давление:13 бар Мощность:30 кВт Производительность:3.96 м³/мин Рабочее давление:13 бар Мощность:30 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:73 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1020 кг Производительность:5.3 м³/мин Рабочее давление:4 бар Мощность:30 кВт Производительность:4.6 м³/мин Рабочее давление:13 бар Мощность:37 кВт Производительность:4.80 м³/мин Рабочее давление:10 бар Мощность:37 кВт ,https://rusgroupp.ru/assets/images/products/815/dpr-d.png 
"Компрессор спиральный DS 1,5-8-250",489 600 руб.,,"Производительность:0.16 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Производительность:0.16 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Мощность:1.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:195 кг Производительность:1.7 м³/мин Рабочее давление:8 бар Мощность:15 кВт Производительность:1.03 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт Производительность:0.4 м³/мин Рабочее давление:7.5 бар Мощность:3 кВт ",https://rusgroupp.ru/assets/images/products/1071/ds-r.png 
Компрессор винтовой дизельный PDP 65-7,2 291 109 руб.,,"Производительность:7,0 м³/мин Рабочее давление:7 бар Марка двигателя:Perkins 1104A-44T Производительность:7,0 м³/мин Рабочее давление:7 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1839/dd1.jpg https://rusgroupp.ru/assets/images/products/1839/dd2.jpg 
Компрессор винтовой DVK 180-10,по запросу,,"Производительность:19.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:19.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:132 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2500x1805x2000 мм Масса:2873 кг Производительность:19.5 м³/мин Рабочее давление:13 бар Мощность:160 кВт Производительность:20.8 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт Производительность:19.60 м³/мин Рабочее давление:10 бар Мощность:132 кВт ",https://rusgroupp.ru/assets/images/products/304/dvk-180.png 
"Компрессор винтовой INVERSYS DPR 132-8,5",по запросу,,Производительность:23.8 м³/мин Рабочее давление:8.5 бар Без ресивера:1 Производительность:23.8 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт Уровень шума:81 дБ Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800х1600х2250 мм Масса:3455 кг Производительность:25.4 м³/мин Рабочее давление:7 бар Мощность:160 кВт Производительность:25.30 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Производительность:25.4 м³/мин Рабочее давление:7 бар Мощность:160 кВт ,https://rusgroupp.ru/assets/images/products/560/inversys-dpr-132.jpg 
"Компрессор винтовой DPR D 37-7,5",1 135 600 руб.,,Производительность:7.12 м³/мин Рабочее давление:7.5 бар Мощность:37 кВт Производительность:7.12 м³/мин Рабочее давление:7.5 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:74 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1310 кг Производительность:8.7 м³/мин Рабочее давление:10 бар Мощность:55 кВт Производительность:7.65 м³/мин Мощность:22 кВт Производительность:9.050000000000001 м³/мин Рабочее давление:8 бар Мощность:55 кВт ,https://rusgroupp.ru/assets/images/products/816/dpr-d.png 
"Компрессор спиральный DS 1,5-8-250D",569 160 руб.,,"Производительность:0.16 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Производительность:0.16 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Мощность:1.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Встроенный осушитель:Да Габаритные размеры Д/Ш/В:750х710х900 мм Масса:195 кг Производительность:0.6 м³/мин Рабочее давление:13 бар Мощность:5 кВт Производительность:0.6 м³/мин Рабочее давление:13 бар Мощность:5 кВт Производительность:1.7 м³/мин Рабочее давление:7.5 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/1072/ds-o.png 
Компрессор винтовой дизельный PDP 65-10,2 291 109 руб.,,"Производительность:6,3 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1104A-44T Производительность:6,3 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1840/dd1.jpg https://rusgroupp.ru/assets/images/products/1840/dd2.jpg 
Компрессор винтовой DVK 180-13,по запросу,,"Производительность:16 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:16 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:132 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2500x1805x2000 мм Масса:2873 кг Производительность:16.2 м³/мин Рабочее давление:7.5 бар Мощность:90 кВт Производительность:17.40 м³/мин Рабочее давление:10 бар Мощность:110 кВт Производительность:17.60 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт ",https://rusgroupp.ru/assets/images/products/305/dvk-180.png 
"Компрессор винтовой DPR D 37-8,5",1 072 360 руб.,,Производительность:6.72 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт Производительность:6.72 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:74 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1310 кг Производительность:8.66 м³/мин Рабочее давление:7.5 бар Мощность:45 кВт Производительность:7.02 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:8.7 м³/мин Рабочее давление:13 бар Мощность:75 кВт ,https://rusgroupp.ru/assets/images/products/817/dpr-d.png 
"Компрессор спиральный DS 5,5-8",535 840 руб.,,"Производительность:0.6 м³/мин Рабочее давление:8 бар Мощность:5.5 кВт Производительность:0.6 м³/мин Рабочее давление:8 бар Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:1.8 м³/мин Рабочее давление:12 бар Мощность:15 кВт Производительность:2.3 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:0.64 м³/мин Рабочее давление:13 бар Мощность:5.5 кВт ",https://rusgroupp.ru/assets/images/products/1073/ds.png 
Компрессор винтовой дизельный PDP 65-12,2 291 109 руб.,,"Производительность:5,8 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1104A-44T Производительность:5,8 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1841/dd1.jpg https://rusgroupp.ru/assets/images/products/1841/dd2.jpg 
Компрессор винтовой DVK 180-7 ID,по запросу,,Производительность:22.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:22.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:132 кВт Уровень шума:79 дБ Производительность:23.5 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:23.4 м³/мин Рабочее давление:7.5 бар Мощность:132 кВт Производительность:23.8 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт ,https://rusgroupp.ru/assets/images/products/306/dvk-180.png 
Компрессор винтовой INVERSYS DPR 132-10,по запросу,,Производительность:22.5 м³/мин Рабочее давление:10 бар Без ресивера:1 Производительность:22.5 м³/мин Рабочее давление:10 бар Мощность:132 кВт Уровень шума:81 дБ Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800х1600х2250 мм Масса:3455 кг Производительность:24.4 м³/мин Рабочее давление:13 бар Мощность:200 кВт Производительность:24 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:23 м³/мин Рабочее давление:10 бар Мощность:160 кВт ,https://rusgroupp.ru/assets/images/products/562/inversys-dpr-132.jpg 
Компрессор винтовой DPR D 37-10,1 072 360 руб.,,Производительность:6.49 м³/мин Рабочее давление:10 бар Мощность:37 кВт Производительность:6.49 м³/мин Рабочее давление:10 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:74 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1310 кг Производительность:7.4 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:7 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:7.65 м³/мин Мощность:22 кВт ,https://rusgroupp.ru/assets/images/products/818/dpr-d.png 
"Компрессор спиральный DS 5,5-8-250",576 640 руб.,,"Производительность:0.6 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Производительность:0.6 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:2.5 м³/мин Рабочее давление:8 бар Мощность:22 кВт Производительность:1.5 м³/мин Рабочее давление:8 бар Мощность:11 кВт Производительность:0.65 м³/мин Рабочее давление:10 бар Мощность:5.5 кВт ",https://rusgroupp.ru/assets/images/products/1074/ds-r.png 
Компрессор винтовой дизельный PDP 95-7,2 884 159 руб.,,"Производительность:11,0 м³/мин Рабочее давление:7 бар Марка двигателя:Perkins 1104A-44T Производительность:11,0 м³/мин Рабочее давление:7 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1842/dd1.jpg https://rusgroupp.ru/assets/images/products/1842/dd2.jpg 
Компрессор винтовой DVK 180-10 ID,по запросу,,Производительность:19.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:19.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:132 кВт Уровень шума:79 дБ Производительность:19.5 м³/мин Рабочее давление:10 бар Мощность:132 кВт Производительность:20.90 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт Производительность:19.6 м³/мин Рабочее давление:13 бар Мощность:132 кВт ,https://rusgroupp.ru/assets/images/products/307/dvk-180.png 
Компрессор винтовой INVERSYS DPR 132-13,по запросу,,"Производительность:19.6 м³/мин Рабочее давление:13 бар Без ресивера:1 Производительность:19.6 м³/мин Рабочее давление:13 бар Мощность:132 кВт Уровень шума:81 дБ Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2800х1600х2250 мм Масса:3455 кг Производительность:20 м³/мин Рабочее давление:13 бар Мощность:160 кВт Производительность:21.3 м³/мин Рабочее давление:40 бар Мощность:185 кВт Производительность:21,3 м³/мин Рабочее давление:10 бар Мощность:186 кВт ",https://rusgroupp.ru/assets/images/products/563/inversys-dpr-132.jpg 
Компрессор винтовой DPR D 37-13,1 108 400 руб.,,Производительность:4.90 м³/мин Рабочее давление:13 бар Мощность:37 кВт Производительность:4.90 м³/мин Рабочее давление:13 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:74 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1310 кг Производительность:5.35 м³/мин Рабочее давление:8.5 бар Мощность:30 кВт Производительность:6.49 м³/мин Мощность:15 кВт Производительность:6.6 м³/мин Рабочее давление:7.5 бар Мощность:37 кВт ,https://rusgroupp.ru/assets/images/products/819/dpr-d.png 
"Компрессор спиральный DS 5,5-8-250D",633 760 руб.,,"Производительность:0.6 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Производительность:0.6 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Встроенный осушитель:Да Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:0.9 м³/мин Рабочее давление:14.5 бар Мощность:11 кВт Производительность:2.04 м³/мин Рабочее давление:10 бар Мощность:22.5 кВт Производительность:1.03 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт ",https://rusgroupp.ru/assets/images/products/1075/ds-o.png 
Компрессор винтовой дизельный PDP 95-10,2 884 159 руб.,,"Производительность:9,8 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1104A-44T Производительность:9,8 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1843/dd1.jpg https://rusgroupp.ru/assets/images/products/1843/dd2.jpg 
Компрессор винтовой DVK 180-13 ID,по запросу,,Производительность:16 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:16 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:132 кВт Уровень шума:79 дБ Производительность:16.2 м³/мин Рабочее давление:7.5 бар Мощность:90 кВт Производительность:16.8 м³/мин Рабочее давление:8.5 бар Мощность:90 кВт Производительность:16.96 м³/мин Рабочее давление:13 бар Мощность:37 кВт ,https://rusgroupp.ru/assets/images/products/308/dvk-180.png 
"Компрессор винтовой DPR D 45-7,5",1 289 960 руб.,,"Производительность:8.66 м³/мин Рабочее давление:7.5 бар Мощность:45 кВт Производительность:8.66 м³/мин Рабочее давление:7.5 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:75 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1530 кг Производительность:9,8 м³/мин Рабочее давление:10 бар Мощность:82 кВт Производительность:9.69 м³/мин Рабочее давление:7 бар Мощность:37 кВт Производительность:8.7 м³/мин Рабочее давление:10 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/820/dpr-d.png 
"Компрессор спиральный DS 5,5-10",531 760 руб.,,"Производительность:0.47 м³/мин Рабочее давление:10 бар Мощность:5.5 кВт Производительность:0.47 м³/мин Рабочее давление:10 бар Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:0.95 м³/мин Рабочее давление:10 бар Мощность:7.5 кВт Производительность:0.6 м³/мин Рабочее давление:8 бар Мощность:5.5 кВт Производительность:1.15 м³/мин Рабочее давление:8 бар Мощность:7.5 кВт ",https://rusgroupp.ru/assets/images/products/1076/ds.png 
Компрессор винтовой дизельный PDP 95-12,2 884 159 руб.,,"Производительность:8,8 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1104A-44T Производительность:8,8 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1104A-44T Мощность:82 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1844/dd1.jpg https://rusgroupp.ru/assets/images/products/1844/dd2.jpg 
Компрессор винтовой DVK D 30-7,646 000 руб.,,"Производительность:4 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:4 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:70 дБ Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1275х850х1465 мм Масса:538 кг Производительность:5,5 м³/мин Рабочее давление:14 бар Мощность:55 кВт Производительность:5.5 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:5.3 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт ",https://rusgroupp.ru/assets/images/products/309/dvk-30d.png 
"Компрессор винтовой DPR D 45-8,5",1 289 960 руб.,,Производительность:8.21 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Производительность:8.21 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:75 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1530 кг Производительность:9.40 м³/мин Рабочее давление:7 бар Мощность:55 кВт Производительность:9.1 м³/мин Рабочее давление:40 бар Мощность:90 кВт Производительность:8.7 м³/мин Рабочее давление:10 бар Мощность:55 кВт ,https://rusgroupp.ru/assets/images/products/821/dpr-d.png 
"Компрессор спиральный DS 5,5-10-250",573 240 руб.,,"Производительность:0.47 м³/мин Рабочее давление:10 бар Объем ресивера:250 литров Производительность:0.47 м³/мин Рабочее давление:10 бар Объем ресивера:250 литров Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:2.2 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:2.3 м³/мин Рабочее давление:8 бар Мощность:15 кВт Производительность:0.56 м³/мин Рабочее давление:7.5 бар Мощность:4 кВт ",https://rusgroupp.ru/assets/images/products/1077/ds-r.png 
"Компрессор винтовой дизельный PDP 190-8,6",6 147 780 руб.,,Производительность:24.8 м³/мин Рабочее давление:8.6 бар Марка двигателя:Perkins 1106D - E70TA Производительность:24.8 м³/мин Рабочее давление:8.6 бар Марка двигателя:Perkins 1106D - E70TA Мощность:186 кВт Тип двигателя:Дизельный Тип привода:Ременной Производительность:25.3 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Производительность:25.3 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Производительность:25.9 м³/мин Рабочее давление:10 бар Мощность:160 кВт ,https://rusgroupp.ru/assets/images/products/1845/dd1.jpg https://rusgroupp.ru/assets/images/products/1845/dd2.jpg 
Компрессор винтовой DVK D 30-10,650 760 руб.,,"Производительность:3.6 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:3.6 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:70 дБ Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1275х850х1465 мм Масса:538 кг Производительность:4.6 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:4 м³/мин Рабочее давление:13 бар Мощность:30 кВт Производительность:4 м³/мин Рабочее давление:7.5 бар Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/310/dvk-30d.png 
Компрессор винтовой DPR D 45-10,1 289 960 руб.,,"Производительность:7.09 м³/мин Рабочее давление:10 бар Мощность:45 кВт Производительность:7.09 м³/мин Рабочее давление:10 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:75 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1530 кг Производительность:8.5 м³/мин Рабочее давление:10 бар Мощность:55 кВт Производительность:7.84 м³/мин Рабочее давление:13 бар Мощность:18.5 кВт Производительность:9,8 м³/мин Рабочее давление:10 бар Мощность:82 кВт ",https://rusgroupp.ru/assets/images/products/822/dpr-d.png 
"Компрессор спиральный DS 5,5-10-250D",630 360 руб.,,"Производительность:0.47 м³/мин Рабочее давление:10 бар Объем ресивера:250 литров Производительность:0.47 м³/мин Рабочее давление:10 бар Объем ресивера:250 литров Мощность:5.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Встроенный осушитель:Да Габаритные размеры Д/Ш/В:750х710х900 мм Масса:230 кг Производительность:1.9 м³/мин Рабочее давление:13 бар Мощность:15 кВт Производительность:1.4611 м³/мин Рабочее давление:7 бар Мощность:7 кВт Производительность:0.68 м³/мин Рабочее давление:10 бар Мощность:7.5 кВт ",https://rusgroupp.ru/assets/images/products/1078/ds-o.png 
Компрессор винтовой дизельный PDP 190-10,6 147 780 руб.,,"Производительность:21,3 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1106D - E70TA Производительность:21,3 м³/мин Рабочее давление:10 бар Марка двигателя:Perkins 1106D - E70TA Мощность:186 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1846/dd1.jpg https://rusgroupp.ru/assets/images/products/1846/dd2.jpg 
Компрессор винтовой DVK D 30-13,650 080 руб.,,"Рабочее давление:13 бар Мин. давление:4 бар Без ресивера:1 Рабочее давление:13 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:70 дБ Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1275х850х1465 мм Масса:538 кг ",https://rusgroupp.ru/assets/images/products/311/dvk-30d.png 
Компрессор винтовой DPR D 45-13,1 214 480 руб.,,Производительность:6.53 м³/мин Рабочее давление:13 бар Мощность:45 кВт Производительность:6.53 м³/мин Рабочее давление:13 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:75 дБ Питание:380 В Выход сжатого воздуха:G 1 1/4” дюйм Габаритные размеры Д/Ш/В:2025x1130x1635 мм Масса:1530 кг Производительность:7 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Производительность:7 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:6.73 м³/мин Мощность:18.5 кВт ,https://rusgroupp.ru/assets/images/products/823/dpr-d.png 
"Компрессор спиральный DS 7,5-8",652 800 руб.,,"Производительность:0.85 м³/мин Рабочее давление:8 бар Мощность:7.5 кВт Производительность:0.85 м³/мин Рабочее давление:8 бар Мощность:7.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:235 кг Производительность:2.3 м³/мин Рабочее давление:8 бар Мощность:15 кВт Производительность:2.2 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:0.85 м³/мин Рабочее давление:8 бар Мощность:7.5 кВт ",https://rusgroupp.ru/assets/images/products/1079/ds.png 
Компрессор винтовой дизельный PDP 190-12,6 147 780 руб.,,"Производительность:19,2 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1106D - E70TA Производительность:19,2 м³/мин Рабочее давление:12 бар Марка двигателя:Perkins 1106D - E70TA Мощность:186 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1847/dd1.jpg https://rusgroupp.ru/assets/images/products/1847/dd2.jpg 
Компрессор винтовой DVK D 30-7 ID,843 880 руб.,,"Производительность:4 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:4 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:70 дБ Выход сжатого воздуха:1"" дюйм Производительность:5.56 м³/мин Мощность:22 кВт Производительность:4.3 м³/мин Рабочее давление:10 бар Мощность:30 кВт Производительность:5.3 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт ",https://rusgroupp.ru/assets/images/products/312/dvk-30d.png 
Компрессор винтовой INVERSYS Plus 22-7,745 960 руб.,,"Производительность:4.2 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:4.2 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:71 дБ Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1275x850x1465 мм Производительность:4.3 м³/мин Рабочее давление:10 бар Мощность:30 кВт Производительность:4.6 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:4.89 м³/мин Мощность:18.5 кВт ",https://rusgroupp.ru/assets/images/products/568/inversys-22-plus.png 
"Компрессор винтовой DPR D 55-7,5",1 621 800 руб.,,"Производительность:10.5 м³/мин Рабочее давление:7.5 бар Мощность:55 кВт Производительность:10.5 м³/мин Рабочее давление:7.5 бар Мощность:55 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:75 дБ Питание:380 В Выход сжатого воздуха:G 2” дюйм Габаритные размеры Д/Ш/В:2313x1350x2085 мм Масса:2050 кг Производительность:11,0 м³/мин Рабочее давление:7 бар Мощность:82 кВт Производительность:11.6 м³/мин Рабочее давление:40 бар Мощность:110 кВт Производительность:11.6 м³/мин Рабочее давление:40 бар Мощность:110 кВт ",https://rusgroupp.ru/assets/images/products/824/dpr-d.png 
"Компрессор спиральный DS 7,5-8-250",692 920 руб.,,"Производительность:0.85 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Производительность:0.85 м³/мин Рабочее давление:8 бар Объем ресивера:250 литров Мощность:7.5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:G 1/2"" дюйм Габаритные размеры Д/Ш/В:750х710х900 мм Масса:235 кг Производительность:1.7 м³/мин Рабочее давление:14.5 бар Мощность:15 кВт Производительность:2.8 м³/мин Рабочее давление:10 бар Мощность:18.5 кВт Производительность:1.7 м³/мин Рабочее давление:7.5 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/1080/ds-r.png 
Компрессор винтовой дизельный PDP 190-14,6 147 780 руб.,,"Производительность:17,2 м³/мин Рабочее давление:14 бар Марка двигателя:Perkins 1106D - E70TA Производительность:17,2 м³/мин Рабочее давление:14 бар Марка двигателя:Perkins 1106D - E70TA Мощность:186 кВт Тип двигателя:Дизельный Тип привода:Ременной ",https://rusgroupp.ru/assets/images/products/1848/dd1.jpg https://rusgroupp.ru/assets/images/products/1848/dd2.jpg 
Компрессор винтовой DVK D 30-10 ID,843 880 руб.,,"Производительность:3.6 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:3.6 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Мощность:22 кВт Уровень шума:70 дБ Выход сжатого воздуха:1"" дюйм Производительность:3.7 м³/мин Мощность:15 кВт Производительность:4.2 м³/мин Рабочее давление:7.5 бар Мощность:22 кВт Производительность:5.2 м³/мин Рабочее давление:8.5 бар Мощность:30 кВт ",https://rusgroupp.ru/assets/images/products/313/dvk-30d.png 
Компрессор винтовой INVERSYS Plus 22-8,745 960 руб.,,"Рабочее давление:8 бар Мин. давление:4 бар Без ресивера:1 Рабочее давление:8 бар Мин. давление:4 бар Мощность:22 кВт Выход сжатого воздуха:1"" дюйм Габаритные размеры Д/Ш/В:1275x850x1465 мм ",https://rusgroupp.ru/assets/images/products/569/inversys-22-plus.png 
