Название,Цена,Описание,Характеристики,Фото
Чиллер Pakcold94 KM,по запросу,"Чиллер Pakcold 94 KM на базе полугерметичного поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 131,1 кВт при температуре воды 20oС на входе / 15oС на выходе, температуре окружающего воздуха 25oС. Расход хладоагента 32 кг. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:131.1 кВт Тип компрессора:Полугерметичный поршневой Мощность компрессора:28.7 кВт Скорость охлаждения:131.1 кВт Тип компрессора:Полугерметичный поршневой Мощность компрессора:28.7 кВт Кол-во вентиляторов:2 Мощность вентилятора:1.8 кВт Кол-во насосов:1 Мощность насоса:5.5 кВт Производительность насоса:22549 л/ч Напор насоса:36 м.вод.ст. Объем емкости:510 л Заправка хладагента:32 кг Уровень шума:60 дБ Масса:1820 кг Габаритные размеры Д/Ш/В:2400x1250x2210 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" Тип присоединения на испарителе:Резьбовое ",https://rusgroupp.ru/assets/images/products/2048/pakcold.jpg https://rusgroupp.ru/assets/images/products/2048/pakcold2.jpg https://rusgroupp.ru/assets/images/products/2048/pakcold3.jpg https://rusgroupp.ru/assets/images/products/2048/pakcold4.jpg 
Чиллер Pakcold110 KM,по запросу,"Чиллер Pakcold 110 KM на базе полугерметичного поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 153,3 кВт при температуре воды 20oС на входе / 15oС на выходе, температуре окружающего воздуха 25oС. Расход хладоагента 35 кг. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:153.3 кВт Тип компрессора:Полугерметичный поршневой Мощность компрессора:35.7 кВт Скорость охлаждения:153.3 кВт Тип компрессора:Полугерметичный поршневой Мощность компрессора:35.7 кВт Кол-во вентиляторов:2 Мощность вентилятора:1.8 кВт Кол-во насосов:1 Мощность насоса:5.5 кВт Производительность насоса:26368 л/ч Напор насоса:34 м.вод.ст. Объем емкости:540 л Заправка хладагента:35 кг Уровень шума:60 дБ Масса:1880 кг Габаритные размеры Д/Ш/В:2500x1250x2260 мм Присоединительные размеры испарителя, вход / выход:3"" Тип присоединения на испарителе:Резьбовое ",https://rusgroupp.ru/assets/images/products/2049/pakcold.jpg https://rusgroupp.ru/assets/images/products/2049/pakcold2.jpg https://rusgroupp.ru/assets/images/products/2049/pakcold3.jpg https://rusgroupp.ru/assets/images/products/2049/pakcold4.jpg 
Чиллер Pakcold 45 KM,по запросу,"Чиллер Pakcold 45 KM на базе полугерметичного поршневого / спирального компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 59,9 кВт при температуре воды 20oС на входе / 15oС на выходе, температуре окружающего воздуха 25oС. Расход хладоагента 20 кг. Уровень шума 56 дБ на расстоянии 10 метров от чиллера. Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:59.9 кВт Тип компрессора:Полугерметичный поршневой / Спиральный Мощность компрессора:12.4 кВт Скорость охлаждения:59.9 кВт Тип компрессора:Полугерметичный поршневой / Спиральный Мощность компрессора:12.4 кВт Кол-во вентиляторов:2 Мощность вентилятора:0.78 кВт Кол-во насосов:1 Мощность насоса:2.2 кВт Производительность насоса:10303 л/ч Напор насоса:34 м.вод.ст. Объем емкости:300 л Заправка хладагента:20 кг Уровень шума:56 дБ Масса:1170 кг Габаритные размеры Д/Ш/В:1750x1100x1850 мм Присоединительные размеры испарителя, вход / выход:2"" Тип присоединения на испарителе:Резьбовое ",https://rusgroupp.ru/assets/images/products/2050/pakcold.jpg https://rusgroupp.ru/assets/images/products/2050/pakcold2.jpg https://rusgroupp.ru/assets/images/products/2050/pakcold3.jpg https://rusgroupp.ru/assets/images/products/2050/pakcold4.jpg 
Чиллер EBSP-30.1,по запросу,"Чиллер EBSP-30.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 73,3 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP после покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:73.3 кВт Тип компрессора:Поршневой Мощность компрессора:18.3 кВт Скорость охлаждения:73.3 кВт Тип компрессора:Поршневой Мощность компрессора:18.3 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:730 кг Габаритные размеры Д/Ш/В:2160x800x1225 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2052/ebsp.jpg 
Чиллер EBSP-33.1,по запросу,"Чиллер EBSP-33.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 82,9 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС. дБ на расстоянии 10 метров от чиллера. Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:82.9 кВт Тип компрессора:Поршневой Мощность компрессора:20.1 кВт Скорость охлаждения:82.9 кВт Тип компрессора:Поршневой Мощность компрессора:20.1 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:780 кг Габаритные размеры Д/Ш/В:2350x800x1225 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2053/ebsp.jpg 
Чиллер EBSP-35.1,по запросу,"Чиллер EBSP-35.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 96,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС. дБ на расстоянии 10 метров от чиллера. Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:96.4 кВт Тип компрессора:Поршневой Мощность компрессора:23.3 кВт Скорость охлаждения:96.4 кВт Тип компрессора:Поршневой Мощность компрессора:23.3 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:810 кг Габаритные размеры Д/Ш/В:2450x800x1250 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2054/ebsp.jpg 
Чиллер EBSP-40.1,по запросу,"Чиллер EBSP-40.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 110 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:110 кВт Тип компрессора:Поршневой Мощность компрессора:27.5 кВт Скорость охлаждения:110 кВт Тип компрессора:Поршневой Мощность компрессора:27.5 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:870 кг Габаритные размеры Д/Ш/В:2560x850x1350 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2055/ebsp.jpg 
Чиллер EBSP-50.1,по запросу,"Чиллер EBSP-50.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 131,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:131.4 кВт Тип компрессора:Поршневой Мощность компрессора:34.5 кВт Скорость охлаждения:131.4 кВт Тип компрессора:Поршневой Мощность компрессора:34.5 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:940 кг Габаритные размеры Д/Ш/В:2200x850x1350 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2056/ebsp.jpg 
Чиллер EBSP-60.1,по запросу,"Чиллер EBSP-60.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 165,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:165.8 кВт Тип компрессора:Поршневой Мощность компрессора:41.6 кВт Скорость охлаждения:165.8 кВт Тип компрессора:Поршневой Мощность компрессора:41.6 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:1200 кг Габаритные размеры Д/Ш/В:2200x900x1425 мм Присоединительные размеры испарителя, вход / выход:3"" ",https://rusgroupp.ru/assets/images/products/2057/ebsp.jpg 
Чиллер EBSP-70.1,по запросу,"Чиллер EBSP-70.1 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 196,2 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:196.2 кВт Тип компрессора:Поршневой Мощность компрессора:51.6 кВт Скорость охлаждения:196.2 кВт Тип компрессора:Поршневой Мощность компрессора:51.6 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:1350 кг Габаритные размеры Д/Ш/В:2200x900x1425 мм Присоединительные размеры испарителя, вход / выход:3"" ",https://rusgroupp.ru/assets/images/products/2058/ebsp.jpg 
Чиллер EBSP-35.2,по запросу,"Чиллер EBSP-35.2 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 192,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:192.8 кВт Тип компрессора:Поршневой Мощность компрессора:46.6 кВт Скорость охлаждения:192.8 кВт Тип компрессора:Поршневой Мощность компрессора:46.6 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:1880 кг Габаритные размеры Д/Ш/В:2650x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2059/ebsp.jpg 
Чиллер EBSP-40.2,по запросу,"Чиллер EBSP-40.2 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 220 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:220 кВт Тип компрессора:Поршневой Мощность компрессора:55 кВт Скорость охлаждения:220 кВт Тип компрессора:Поршневой Мощность компрессора:55 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:1960 кг Габаритные размеры Д/Ш/В:2800x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2060/ebsp.jpg 
Чиллер EBSP-50.2,по запросу,"Чиллер EBSP-50.2 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 262,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:262.8 кВт Тип компрессора:Поршневой Мощность компрессора:69 кВт Скорость охлаждения:262.8 кВт Тип компрессора:Поршневой Мощность компрессора:69 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:2040 кг Габаритные размеры Д/Ш/В:3000x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2061/ebsp.jpg 
Чиллер EBSP-60.2,по запросу,"Чиллер EBSP-60.2 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 331,6 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:331.6 кВт Тип компрессора:Поршневой Мощность компрессора:83.2 кВт Скорость охлаждения:331.6 кВт Тип компрессора:Поршневой Мощность компрессора:83.2 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:2560 кг Габаритные размеры Д/Ш/В:3300x1000x1850 мм Присоединительные размеры испарителя, вход / выход:2x3"" ",https://rusgroupp.ru/assets/images/products/2062/ebsp.jpg 
Чиллер EBSP-70.2,по запросу,"Чиллер EBSP-70.2 на базе поршневого компрессора обеспечивает охлаждение воды в соответствии с холодопроизводительностью 392,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   дБ на расстоянии 10 метров от чиллера.  Установки серии Pakcold разработаны для размещения на улице. Чиллер соответствует стандартам качества ISO 9001:2000. После покупки полностью готов к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:392.4 кВт Тип компрессора:Поршневой Мощность компрессора:103.8 кВт Скорость охлаждения:392.4 кВт Тип компрессора:Поршневой Мощность компрессора:103.8 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:2660 кг Габаритные размеры Д/Ш/В:3500x1000x1850 мм Присоединительные размеры испарителя, вход / выход:2x3"" ",https://rusgroupp.ru/assets/images/products/2063/ebsp.jpg 
Чиллер EBSP/D-30Y.1,по запросу,"Чиллер EBSP/D-30Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 73,3 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:73.3 кВт Тип компрессора:Поршневой Мощность компрессора:18.4 кВт Скорость охлаждения:73.3 кВт Тип компрессора:Поршневой Мощность компрессора:18.4 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:720 кг Габаритные размеры Д/Ш/В:2160x800x1225 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2064/ebsp-d.jpg 
Чиллер EBSP/D-33Y.1,по запросу,"Чиллер EBSP/D-33Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 82,9 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС. Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:82.9 кВт Тип компрессора:Поршневой Мощность компрессора:19.5 кВт Скорость охлаждения:82.9 кВт Тип компрессора:Поршневой Мощность компрессора:19.5 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:790 кг Габаритные размеры Д/Ш/В:2350x800x1320 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2065/ebsp-d.jpg 
Чиллер EBSP/D-35Y.1,по запросу,"Чиллер EBSP/D-35Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 96,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС. Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:96.4 кВт Тип компрессора:Поршневой Мощность компрессора:23.3 кВт Скорость охлаждения:96.4 кВт Тип компрессора:Поршневой Мощность компрессора:23.3 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:810 кг Габаритные размеры Д/Ш/В:2450x800x1320 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2066/ebsp-d.jpg 
Чиллер EBSP/D-40Y.1,по запросу,"Чиллер EBSP/D-40Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 110 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:110 кВт Тип компрессора:Поршневой Мощность компрессора:27.4 кВт Скорость охлаждения:110 кВт Тип компрессора:Поршневой Мощность компрессора:27.4 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:860 кг Габаритные размеры Д/Ш/В:2560x850x1420 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2067/ebsp-d.jpg 
Чиллер EBSP/D-50Y.1,по запросу,"Чиллер EBSP/D-50Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 131,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:131.4 кВт Тип компрессора:Поршневой Мощность компрессора:33.2 кВт Скорость охлаждения:131.4 кВт Тип компрессора:Поршневой Мощность компрессора:33.2 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:900 кг Габаритные размеры Д/Ш/В:2200x850x1420 мм Присоединительные размеры испарителя, вход / выход:2 1/2"" ",https://rusgroupp.ru/assets/images/products/2068/ebsp-d.jpg 
Чиллер EBSP/D-60Y.1,по запросу,"Чиллер EBSP/D-60Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 165,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:165.8 кВт Тип компрессора:Поршневой Мощность компрессора:40.9 кВт Скорость охлаждения:165.8 кВт Тип компрессора:Поршневой Мощность компрессора:40.9 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:1135 кг Габаритные размеры Д/Ш/В:2200x900x1475 мм Присоединительные размеры испарителя, вход / выход:3"" ",https://rusgroupp.ru/assets/images/products/2069/ebsp-d.jpg 
Чиллер EBSP/D-70Y.1,по запросу,"Чиллер EBSP/D-70Y.1 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 196,2 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:196.2 кВт Тип компрессора:Поршневой Мощность компрессора:49.9 кВт Скорость охлаждения:196.2 кВт Тип компрессора:Поршневой Мощность компрессора:49.9 кВт Кол-во компрессоров:1 Регулирование производительности:2-х ступенчатое Масса:1240 кг Габаритные размеры Д/Ш/В:2200x900x1545 мм Присоединительные размеры испарителя, вход / выход:3"" ",https://rusgroupp.ru/assets/images/products/2070/ebsp-d.jpg 
Чиллер EBSP/D-35Y.2,по запросу,"Чиллер EBSP/D-35Y.2 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 192,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:192.8 кВт Тип компрессора:Поршневой Мощность компрессора:54.8 кВт Скорость охлаждения:192.8 кВт Тип компрессора:Поршневой Мощность компрессора:54.8 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:1850 кг Габаритные размеры Д/Ш/В:2650x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2071/ebsp-d.jpg 
Чиллер EBSP/D-40Y.2,по запросу,"Чиллер EBSP/D-40Y.2 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 220 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС. Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:220 кВт Тип компрессора:Поршневой Мощность компрессора:66.4 кВт Скорость охлаждения:220 кВт Тип компрессора:Поршневой Мощность компрессора:66.4 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:1850 кг Габаритные размеры Д/Ш/В:2800x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2072/ebsp-d.jpg 
Чиллер EBSP/D-50Y.2,по запросу,"Чиллер EBSP/D-50Y.2 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 262,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:262.8 кВт Тип компрессора:Поршневой Мощность компрессора:81.8 кВт Скорость охлаждения:262.8 кВт Тип компрессора:Поршневой Мощность компрессора:81.8 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:1925 кг Габаритные размеры Д/Ш/В:3000x900x1800 мм Присоединительные размеры испарителя, вход / выход:2x2 1/2"" ",https://rusgroupp.ru/assets/images/products/2073/ebsp-d.jpg 
Чиллер EBSP/D-60Y.2,по запросу,"Чиллер EBSP/D-60Y.2 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 331,6 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:331.6 кВт Тип компрессора:Поршневой Мощность компрессора:99.8 кВт Скорость охлаждения:331.6 кВт Тип компрессора:Поршневой Мощность компрессора:99.8 кВт Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:2510 кг Габаритные размеры Д/Ш/В:3300x1000x1850 мм Присоединительные размеры испарителя, вход / выход:2x3"" ",https://rusgroupp.ru/assets/images/products/2074/ebsp-d.jpg 
Чиллер EBSP/D-70Y.2,по запросу,"Чиллер EBSP/D-70Y.2 с охлаждением конденсатора морской воды на базе поршневого компрессора в соответствии с холодопроизводительностью 392,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре входяшей в конденсатор воды 28oС.   Установки серии EBSP/D разработаны для установки на улице. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:392.4 кВт Тип компрессора:Поршневой Кол-во компрессоров:2 Скорость охлаждения:392.4 кВт Тип компрессора:Поршневой Кол-во компрессоров:2 Регулирование производительности:4-х ступенчатое Масса:2630 кг Габаритные размеры Д/Ш/В:3500x1000x1850 мм Присоединительные размеры испарителя, вход / выход:2x3"" ",https://rusgroupp.ru/assets/images/products/2075/ebsp-d.jpg 
Чиллер GRS 150,по запросу,"Чиллер GRS 150 с холодопроизводительностью 5,85 кВт при температуре воды 7,5oС на выходе, температуре окружающего воздуха 35oС. Номинальный расход испарителя 0,89 м3/ч. Уровень шума 48 дБ на расстоянии 10 метров от чиллера.  Установки серии GRS соответствуют стандартам качества ISO 9001:2008. После покупки полностью готовы к эксплуатации. Все компоненты подключены, установка заправлена маслом и хладоагетом.","Скорость охлаждения:5.85 кВт Тип компрессора:Спиральный герметичный Мощность компрессора:1.25 кВт Скорость охлаждения:5.85 кВт Тип компрессора:Спиральный герметичный Мощность компрессора:1.25 кВт Кол-во компрессоров:1 Испаритель:змеевиковый (погружного типа) Кол-во вентиляторов:1 Мощность вентилятора:0.13 кВт Мощность насоса:0.37 кВт Объем емкости:32 л Расход конденсатора:1.03 м3/с Расход испарителя:0.89 м3/ч Заправка масла:1.6 л Заправка хладагента:2 кг Уровень шума:48 дБ Масса:105 кг Габаритные размеры Д/Ш/В:610х660х1100 мм Присоединительные размеры испарителя, вход / выход:1"" Тип присоединения на испарителе:Резьбовое ",https://rusgroupp.ru/assets/images/products/2077/grs3.jpg https://rusgroupp.ru/assets/images/products/2077/grs.jpg https://rusgroupp.ru/assets/images/products/2077/grs2.jpg 
