Название,Цена,Описание,Характеристики,Фото 
"Циклонный сепаратор Dalgakiran G300WS R1""",13 872 руб.,,"Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм Масса:1.56 кг Макс. температура на входе:80 ºС Ширина (A):123 мм Мин. температура на входе:1.5 ºС Длина (B):304 мм Доп. размер (C):277 мм Падение давления:50 мбар Производительность:6 м³/мин Производительность:5.00 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:6.67 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1566/gws.jpg 
DryAir DA 1800,1 232 840 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:30 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:30 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 80 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1110x1513x2479 мм Масса:1205 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:566 кг Точка росы:-40 °C Тип фильтров:GO1820 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:30 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм Производительность:30.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3'' дюйм Производительность:30.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм ,https://rusgroupp.ru/assets/images/products/1311/da.jpg 
"Циклонный сепаратор Dalgakiran G600WS R1 1/2""",13 872 руб.,,"Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2 дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2 дюйм Масса:1.56 кг Макс. температура на входе:80 ºС Ширина (A):123 мм Мин. температура на входе:1.5 ºС Длина (B):320 мм Доп. размер (C):285 мм Падение давления:50 мбар Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:10 1/2'' дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11 1/2'' дюйм Производительность:11.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:2"" дюйм ",https://rusgroupp.ru/assets/images/products/1567/gws.jpg 
DryAir DA 2200,1 340 960 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:36.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:36.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 80 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1110x1460x2793 мм Масса:1540 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:708 кг Точка росы:-40 °C Тип фильтров:GO2220 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:36.67 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм Производительность:36.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3"" дюйм Производительность:36.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3'' дюйм ",https://rusgroupp.ru/assets/images/products/1312/da.jpg 
"Циклонный сепаратор Dalgakiran G1200WS R2""",19 992 руб.,,Производительность:20 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Производительность:20 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Масса:4.37 кг Макс. температура на входе:80 ºС Ширина (A):160 мм Мин. температура на входе:1.5 ºС Длина (B):484 мм Доп. размер (C):443 мм Падение давления:50 мбар Производительность:20.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 80 дюйм Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм Производительность:20.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:7 '' дюйм ,https://rusgroupp.ru/assets/images/products/1568/gws.jpg 
DryAir DA 2700,1 498 720 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:45 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:45 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 80 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1252x1533x2831 мм Масса:1880 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:852 кг Точка росы:-40 °C Тип фильтров:GO2700 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:45 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:2 1/2"" дюйм Производительность:45 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 80 дюйм Производительность:45 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм ",https://rusgroupp.ru/assets/images/products/1313/da.jpg 
"Циклонный сепаратор Dalgakiran G2200WS R2 1/2""",27 540 руб.,,Производительность:36.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Производительность:36.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Масса:6.97 кг Макс. температура на входе:80 ºС Ширина (A):193 мм Мин. температура на входе:1.5 ºС Длина (B):546 мм Доп. размер (C):490 мм Падение давления:50 мбар Производительность:36.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3'' дюйм Производительность:36.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 80 дюйм Производительность:36.67 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм ,https://rusgroupp.ru/assets/images/products/1569/gws.jpg 
DryAir DA 3200,2 070 600 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:53.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:53.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 100 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1212x1653x3054 мм Масса:2230 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:954 кг Точка росы:-40 °C Тип фильтров:F3600 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:53.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 100 дюйм Производительность:53.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 100 дюйм Производительность:53.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 100 дюйм ,https://rusgroupp.ru/assets/images/products/1314/da.jpg 
"Циклонный сепаратор Dalgakiran G1200WS R2"" с яйцеобразным конденсатоотводчиком",21 216 руб.,,Производительность:20 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Производительность:20 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Масса:4.37 кг Макс. температура на входе:80 ºС Ширина (A):160 мм Мин. температура на входе:1.5 ºС Длина (B):484 мм Доп. размер (C):443 мм Падение давления:50 мбар Производительность:20.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:8 '' дюйм Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм ,https://rusgroupp.ru/assets/images/products/1570/gws.jpg 
DryAir DA 3600,2 307 920 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:60 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:60 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 100 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1210x1653x3268 мм Масса:2320 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:1070 кг Точка росы:-40 °C Тип фильтров:F4800 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:60 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 100 дюйм Производительность:60 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 100 дюйм Производительность:61.6 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ,https://rusgroupp.ru/assets/images/products/1315/da.jpg 
DryAir DA 4400,2 603 720 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:73.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:73.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 100 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1535x1905x2910 мм Масса:2990 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:1436 кг Точка росы:-40 °C Тип фильтров:F4800 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:73.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 100 дюйм Производительность:73.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 100 дюйм Производительность:73.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 100 дюйм ,https://rusgroupp.ru/assets/images/products/1316/da.jpg 
DryAir DA 5000,3 007 640 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:83.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:83.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 150 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1714x1843x3382 мм Масса:3170 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:1670 кг Точка росы:-40 °C Тип фильтров:F7200 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:83.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 150 дюйм Производительность:83.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 150 дюйм Производительность:83.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 150 дюйм ,https://rusgroupp.ru/assets/images/products/1317/da.jpg 
DryAir DA 6300,3 402 040 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:105 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:105 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 150 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1693x2114x3328 мм Масса:3440 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:2016 кг Точка росы:-40 °C Тип фильтров:F7200 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:105 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 150 дюйм Производительность:105 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 150 дюйм Производительность:105 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 150 дюйм ,https://rusgroupp.ru/assets/images/products/1318/da.jpg 
DryAir DA 7200,3 944 680 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:120 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:120 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 150 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1795x2518x3047 мм Масса:3590 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:2446 кг Точка росы:-40 °C Тип фильтров:F9600 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:120 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 150 дюйм Производительность:120 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 150 дюйм Производительность:120 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 150 дюйм ,https://rusgroupp.ru/assets/images/products/1319/da.jpg 
DryAir DA 8800,4 339 080 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:146.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:146.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 150 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1795x2518x3341 мм Масса:3840 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:2906 кг Точка росы:-40 °C Тип фильтров:F9600 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:146.67 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 150 дюйм Производительность:146.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN150 дюйм Производительность:146.67 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN150 дюйм ,https://rusgroupp.ru/assets/images/products/1320/da.jpg 
DryAir DA 10800,5 127 880 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает низкие значения точки росы до -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:180 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:180 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 200 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1875x2583x3747 мм Масса:4190 кг Адсорбент:Оксид алюминия (-40С); Молкулярное сито (-70С) Масса адсорбента:3354 кг Точка росы:-40 °C Тип фильтров:F12000 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:180 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 200 дюйм Производительность:180 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 200 дюйм Производительность:180 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 200 дюйм ,https://rusgroupp.ru/assets/images/products/1321/da.jpg 
DryAir DA 130 (-70C),275 400 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:2.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:2.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:600x814x1312 мм Масса:110 кг Адсорбент:Молкулярное сито Масса адсорбента:40 кг Точка росы:-70 °C Тип фильтров:GO150 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4 дюйм Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1322/da.jpg 
DryAir DA 185 (-70C),315 520 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:3.08 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:3.08 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:600x808x1566 мм Масса:130 кг Адсорбент:Молкулярное сито Масса адсорбента:54 кг Точка росы:-70 °C Тип фильтров:GO200 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:3.08 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм ",https://rusgroupp.ru/assets/images/products/1323/da.jpg 
DryAir DA 250 (-70C),364 480 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:4.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:4.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:760x772x1580 мм Масса:150 кг Адсорбент:Молкулярное сито Масса адсорбента:75 кг Точка росы:-70 °C Тип фильтров:GO250 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм Производительность:6.00 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:6 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1.5 дюйм ,https://rusgroupp.ru/assets/images/products/1324/da.jpg 
DryAir DA 300 (-70C),401 200 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:5.00 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:5.00 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1 1/2'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:690x900x1558 мм Масса:200 кг Адсорбент:Молкулярное сито Масса адсорбента:100 кг Точка росы:-70 °C Тип фильтров:GO300 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:6 м³/мин Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 1/2'' дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:4 1/2'' дюйм ,https://rusgroupp.ru/assets/images/products/1325/da.jpg 
DryAir DA 360 (-70C),456 280 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:6.00 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:6.00 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1 1/2'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:690x900x1558 мм Масса:200 кг Адсорбент:Молкулярное сито Масса адсорбента:100 кг Точка росы:-70 °C Тип фильтров:GO500 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:6 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1.5 дюйм Производительность:6 м³/мин Производительность:6.67 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1326/da.jpg 
DryAir DA 440 (-70C),548 760 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:7.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:7.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1 1/2'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:698x900x1759 мм Масса:270 кг Адсорбент:Молкулярное сито Масса адсорбента:125 кг Точка росы:-70 °C Тип фильтров:GO500 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:7.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1.5 дюйм Производительность:8.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:6 1/2'' дюйм Производительность:8.33 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1327/da.jpg 
DryAir DA 575 (-70C),595 000 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:9.58 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:9.58 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:1 1/2'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:680x900x1991 мм Масса:490 кг Адсорбент:Молкулярное сито Масса адсорбента:151 кг Точка росы:-70 °C Тип фильтров:GO600 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:11.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2"" дюйм Производительность:9.80 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2"" дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:12 1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1328/da.jpg 
DryAir DA 680 (-70C),651 440 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:11.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:11.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:680x960x2216 мм Масса:525 кг Адсорбент:Молкулярное сито Масса адсорбента:202 кг Точка росы:-70 °C Тип фильтров:GO851 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:11.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2"" дюйм Производительность:11.33 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:2 дюйм Производительность:12.92 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1329/da.jpg 
DryAir DA 850 (-70C),743 240 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:14.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:14.17 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:857x1016x2277 мм Масса:740 кг Адсорбент:Молкулярное сито Масса адсорбента:264 кг Точка росы:-70 °C Тип фильтров:GO851 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:14.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:2 дюйм Производительность:15.17 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм Производительность:14.18 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:4 '' дюйм ",https://rusgroupp.ru/assets/images/products/1330/da.jpg 
DryAir DA 1000 (-70C),962 200 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ","Производительность:16.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:16.67 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:2'' дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1010x1075x2386 мм Масса:745 кг Адсорбент:Молкулярное сито Масса адсорбента:357 кг Точка росы:-70 °C Тип фильтров:GO1210 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:16.67 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:2"" дюйм Производительность:17 м³/мин Рабочее давление:40 бар Выход сжатого воздуха:DN 50 дюйм Производительность:16.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2'' дюйм ",https://rusgroupp.ru/assets/images/products/1331/da.jpg 
DryAir DA 1250 (-70C),1 106 360 руб.,"Адсорбционный осушитель с холодной регенерацией серии Dalgakiran DRYAIR DA. Обеспечивает точку росы -70ºС даже в сложных условиях работы. Может использоваться для производства, где требуется высокое качество сжатого воздуха. ",Производительность:20.83 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:20.83 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Питание:230 В Выход сжатого воздуха:DN 80 дюйм Тип осушителя:Адсорбционный Габаритные размеры Д/Ш/В:1100x1294x2413 мм Масса:990 кг Адсорбент:Молкулярное сито Масса адсорбента:404 кг Точка росы:-70 °C Тип фильтров:GO1820 MX-MY-MP Макс. температура на входе:50 ºС Мин. температура на входе:2 ºС Производительность:20.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 80 дюйм Производительность:22.67 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 80 дюйм Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм ,https://rusgroupp.ru/assets/images/products/1332/da.jpg 
